'data.frame':	1262 obs. of  4 variables:
 $ Date: Date, format: "1996-01-03" "1996-01-04" ...
 $ INTC: num  -0.01504 -0.00434 0 0.00217 -0.04662 ...
 $ MSFT: num  -0.03256 0.00574 -0.01151 -0.00146 -0.07288 ...
 $ GE  : num  0.00169 -0.01195 0.00172 0.00684 -0.00963 ...
           Date          INTC          MSFT            GE
435  1997-09-19  0.0045947191  0.0219693727  0.0008916126
436  1997-09-22  0.0097776917 -0.0139681973  0.0017765041
437  1997-09-23  0.0281355268  0.0162763942 -0.0170298641
438  1997-09-24 -0.0359474939 -0.0228600492 -0.0072611922
439  1997-09-25 -0.0264910792  0.0023560690 -0.0258307555
440  1997-09-26 -0.0006738370  0.0046985490  0.0212717310
441  1997-09-29  0.0245459012  0.0083979899  0.0109193117
442  1997-09-30 -0.0326370692 -0.0163984059 -0.0145887286
443  1997-10-01  0.0101026939  0.0117422296  0.0073209679
444  1997-10-02 -0.0013376889 -0.0051493620  0.0135790695
445  1997-10-03  0.0020101723  0.0130537887 -0.0063113088
446  1997-10-06  0.0020061396  0.0013863465  0.0116925977
447  1997-10-07  0.0185436680  0.0105828572  0.0299616143
448  1997-10-08 -0.0072452725  0.0176922801 -0.0210537699
449  1997-10-09  0.0013216189 -0.0004490217  0.0017686300
450  1997-10-10 -0.0179801309 -0.0177002968 -0.0106764744
451  1997-10-13 -0.0047154157  0.0018298267 -0.0071785741
452  1997-10-14 -0.0081350378 -0.0004564113  0.0000000000
453  1997-10-15 -0.0574382412 -0.0068830712 -0.0090529543
454  1997-10-16 -0.0152564107 -0.0136739104  0.0081508978
455  1997-10-17 -0.0282162284 -0.0124469777  0.0009020565
456  1997-10-20  0.0127234488  0.0028300182  0.0107529799
457  1997-10-21  0.0125588706  0.0433462367  0.0071020685
458  1997-10-22 -0.0140476535 -0.0205151410 -0.0169538049
459  1997-10-23 -0.0248781477 -0.0004629350 -0.0301558183
460  1997-10-24 -0.0231678267 -0.0018420669 -0.0215663621
461  1997-10-27 -0.0678776241 -0.0492056885 -0.0625811147
462  1997-10-28  0.1285010633  0.0343217149  0.0710781960
463  1997-10-29 -0.0575068820 -0.0189220118 -0.0247415954
464  1997-10-30 -0.0577041502 -0.0173445581 -0.0253693053
465  1997-10-31  0.0163640302  0.0106348112  0.0215097977
466  1997-11-03  0.0192918392  0.0312362593  0.0379543495
467  1997-11-04 -0.0331851876  0.0009330236  0.0193624866
468  1997-11-05 -0.0174351283 -0.0051349490  0.0099950037
469  1997-11-06 -0.0151917875 -0.0112942462 -0.0054398357
470  1997-11-07  0.0521860314 -0.0037932744 -0.0146510812
471  1997-11-10 -0.0303186910 -0.0105047766 -0.0111320588
472  1997-11-11  0.0148656196  0.0033526045  0.0055815197
473  1997-11-12 -0.0173630619 -0.0110634801 -0.0244117493
474  1997-11-13  0.0392551789  0.0182156523  0.0391437803
475  1997-11-14  0.0103681592  0.0132139823  0.0136204872
476  1997-11-17  0.0212044572  0.0116546603  0.0266924592
477  1997-11-18 -0.0212044572 -0.0065101065 -0.0230934915
478  1997-11-19  0.0039596948  0.0078970939  0.0160434390
479  1997-11-20  0.0226690453  0.0133326679  0.0175306840
480  1997-11-21 -0.0077615921  0.0072793664  0.0112321160
481  1997-11-24 -0.0268338880 -0.0173772878 -0.0155849945
482  1997-11-25 -0.0218390304  0.0255022928  0.0155849945
483  1997-11-26  0.0024537440  0.0182666761  0.0094052629
484  1997-11-28  0.0129669150 -0.0004408922  0.0059364319
485  1997-12-01  0.0487107310  0.0162099554  0.0016920268
486  1997-12-02 -0.0430904750 -0.0109235994 -0.0050805492
487  1997-12-03  0.0055837226  0.0169908624 -0.0085239731
488  1997-12-04 -0.0233578107 -0.0147971368 -0.0068744071
489  1997-12-05  0.0113453912  0.0039371783  0.0128504707
490  1997-12-08  0.0112181159  0.0207440742  0.0016979448
491  1997-12-09 -0.0365138572 -0.0124806569  0.0143397907
492  1997-12-10 -0.0124772889 -0.0143943212 -0.0117920608
493  1997-12-11 -0.0392504332 -0.0226633197 -0.0170961454
494  1997-12-12 -0.0184458905 -0.0167683120 -0.0034528951
495  1997-12-15  0.0227872736 -0.0045823293  0.0323411012
496  1997-12-16 -0.0130867534  0.0213506412  0.0100002868
497  1997-12-17 -0.0239873392 -0.0250305036 -0.0049876427
498  1997-12-18 -0.0054128038 -0.0356480523 -0.0134219208
499  1997-12-19  0.0125788549 -0.0168564355 -0.0136045224
500  1997-12-22  0.0203286192 -0.0132006754  0.0119124955
501  1997-12-23 -0.0176495212 -0.0294661136 -0.0388133746
502  1997-12-24  0.0008876240 -0.0361219870  0.0000000000
503  1997-12-26  0.0088558689  0.0151233067 -0.0035228646
504  1997-12-29 -0.0008797946  0.0450359109  0.0226903892
505  1997-12-30  0.0122808957  0.0306974772  0.0263968472
506  1997-12-31 -0.0202569700 -0.0077071672 -0.0135354046
507  1998-01-02  0.0332474587  0.0144010281  0.0084805577
508  1998-01-05  0.0254908206 -0.0057330941  0.0175833197
509  1998-01-06 -0.0186265501  0.0057330941 -0.0133698592
510  1998-01-07 -0.0051437805 -0.0119869231  0.0083781041
511  1998-01-08  0.0212519141  0.0072106084 -0.0092160896
512  1998-01-09 -0.0333523787 -0.0271861403 -0.0247174753
513  1998-01-12  0.0508601742  0.0194937947  0.0272375262
514  1998-01-13  0.0172065394  0.0200660493  0.0033515812
515  1998-01-14 -0.0196874415 -0.0075973890 -0.0041922603
516  1998-01-15 -0.0016591405  0.0090162517 -0.0229486839
517  1998-01-16 -0.0066642271  0.0219591246  0.0094132793
518  1998-01-20  0.0190332869  0.0187684223  0.0293765785
519  1998-01-21  0.0057213328 -0.0059124142  0.0000000000
520  1998-01-22 -0.0024464908  0.0117900771 -0.0049752051
521  1998-01-23  0.0089483012 -0.0027073625 -0.0150758782
522  1998-01-26  0.0064546337  0.0250013022  0.0084021697
523  1998-01-27  0.0191227080  0.0239617567  0.0207056612
524  1998-01-28  0.0210885316  0.0259196067  0.0000000000
525  1998-01-29  0.0138110307 -0.0050462681  0.0114115520
526  1998-01-30 -0.0122659152  0.0063045365  0.0048505179
527  1998-02-02  0.0251435430  0.0374150569  0.0136160802
528  1998-02-03  0.0383798678  0.0064360558 -0.0128092873
529  1998-02-04  0.0143804181  0.0059944993 -0.0089067559
530  1998-02-05 -0.0122117549 -0.0088058215 -0.0024400530
531  1998-02-06  0.0120326385  0.0171402298  0.0129545168
532  1998-02-09 -0.0200090643 -0.0059445982 -0.0080763906
533  1998-02-10  0.0050853826  0.0130352980  0.0056618899
534  1998-02-11 -0.0138678554 -0.0019636221  0.0120224048
535  1998-02-12 -0.0007330009 -0.0011810346  0.0007971552
536  1998-02-13 -0.0140684675 -0.0079051795 -0.0087960105
537  1998-02-17  0.0096448878 -0.0200394553  0.0032064422
538  1998-02-18  0.0269605617  0.0016155343  0.0047924131
539  1998-02-19  0.0408515963  0.0016180941 -0.0079988553
540  1998-02-20  0.0137101713  0.0016103229  0.0048077674
541  1998-02-23  0.0255378658  0.0510528139 -0.0064168161
542  1998-02-24 -0.0194293033  0.0061068892 -0.0121391789
543  1998-02-25  0.0174378241  0.0336743924  0.0048741602
544  1998-02-26 -0.0181171335  0.0065995067 -0.0016234027
545  1998-02-27 -0.0288482818 -0.0088106297  0.0096932694
546  1998-03-02 -0.0232645106 -0.0171083486 -0.0153920377
547  1998-03-03 -0.0267461399  0.0141541367  0.0089389927
548  1998-03-04  0.0131020146 -0.0262297697 -0.0122083588
549  1998-03-05 -0.1344642400 -0.0277154340  0.0008233381
550  1998-03-06  0.0333523851  0.0330176836  0.0242536353
551  1998-03-09 -0.0399891582 -0.0388878139  0.0031885287
552  1998-03-10  0.0058115786  0.0236668199  0.0031783943
553  1998-03-11  0.0049568832 -0.0100181123  0.0031721865
554  1998-03-12  0.0065659216  0.0146087860  0.0023687003
555  1998-03-13  0.0032694884  0.0060882989 -0.0111126462
556  1998-03-16  0.0137695269 -0.0045627456  0.0134795932
557  1998-03-17 -0.0121387826 -0.0200160647  0.0078419762
558  1998-03-18  0.0032483100  0.0169626272 -0.0039133010
559  1998-03-19  0.0040495064  0.0030534375  0.0046948891
560  1998-03-20 -0.0204135366 -0.0022904259  0.0193288134
561  1998-03-23 -0.0091188960  0.0248987739 -0.0146558632
562  1998-03-24 -0.0083597414  0.0125892740  0.0268314484
563  1998-03-25  0.0215948179  0.0446094106 -0.0075918856
564  1998-03-26  0.0275515607 -0.0063525841  0.0053181448
565  1998-03-27  0.0087560405 -0.0049709751  0.0128057415
566  1998-03-30 -0.0191991897  0.0014247513  0.0214775928
567  1998-03-31  0.0088475548  0.0176111532  0.0102019008
568  1998-04-01 -0.0072326034  0.0097290552  0.0028988397
569  1998-04-02 -0.0146240559  0.0103189139  0.0150686463
570  1998-04-03  0.0049002328  0.0183128988 -0.0042827066
571  1998-04-06 -0.0381805242 -0.0334833966 -0.0064568905
572  1998-04-07 -0.0170676870 -0.0303385354  0.0035926964
573  1998-04-08 -0.0008585855  0.0191574392 -0.0115466101
574  1998-04-09  0.0162320078  0.0007013695  0.0043447358
575  1998-04-13  0.0333357946 -0.0042223849  0.0036091779
576  1998-04-14 -0.0032856018 -0.0021167663 -0.0021639432
577  1998-04-15 -0.0149095386  0.0326746995 -0.0007223563
578  1998-04-16 -0.0067032975  0.0034152285 -0.0108877402
579  1998-04-17  0.0108674804  0.0047592039  0.0187981100
580  1998-04-20  0.0173057995  0.0267753612 -0.0129779840
581  1998-04-21  0.0313621134  0.0026385240 -0.0007230069
582  1998-04-22  0.0629086692  0.0412961904 -0.0102203520
583  1998-04-23 -0.0097145310 -0.0452565916 -0.0088431839
584  1998-04-24 -0.0143663367 -0.0254534840 -0.0066859080
585  1998-04-27 -0.0254538896 -0.0198715795 -0.0172867594
586  1998-04-28 -0.0086323627 -0.0048549550 -0.0160475645
587  1998-04-29  0.0101943647  0.0069300347  0.0145325670
588  1998-04-30  0.0085402054 -0.0041522551  0.0343308488
589  1998-05-01  0.0161109112 -0.0055632967 -0.0022052702
590  1998-05-04 -0.0015239386 -0.0175886448 -0.0073789905
591  1998-05-05 -0.0015213532 -0.0035537918 -0.0126720792
592  1998-05-06 -0.0061284301 -0.0157935803 -0.0030040682
593  1998-05-07 -0.0046161319 -0.0353497779 -0.0144003968
594  1998-05-08  0.0371114926  0.0280875818  0.0159017250
595  1998-05-11 -0.0187637079 -0.0176475168  0.0000000000
596  1998-05-12  0.0246920182  0.0169195551  0.0030032252
597  1998-05-13  0.0029533983  0.0144824956  0.0141290062
598  1998-05-14 -0.0029533983  0.0227443803 -0.0059235966
599  1998-05-15 -0.0515651313  0.0056061752 -0.0179916654
600  1998-05-18 -0.0117447550 -0.0384685609 -0.0015152526
601  1998-05-19  0.0023630445  0.0050717994  0.0045352054
602  1998-05-20 -0.0327397887 -0.0087083279  0.0333756518
603  1998-05-21 -0.0380488922  0.0072621960  0.0029121729
604  1998-05-22  0.0025247750 -0.0094523478 -0.0109709372
605  1998-05-26  0.0050305066 -0.0229034159 -0.0260719423
606  1998-05-27 -0.0050305066  0.0280047778  0.0112591068
607  1998-05-28 -0.0109961471  0.0036259763  0.0074338450
608  1998-05-29 -0.0284618185 -0.0175315141 -0.0119215552
609  1998-06-01 -0.0493121012 -0.0126055878 -0.0060163419
610  1998-06-02  0.0182121523  0.0206802052 -0.0015069927
611  1998-06-03 -0.0490178139 -0.0139874280 -0.0175275372
612  1998-06-04  0.0335575397  0.0205436666  0.0258008329
613  1998-06-05  0.0235510688  0.0021774414  0.0156062391
614  1998-06-08 -0.0071853550 -0.0065419316 -0.0036935682
615  1998-06-09  0.0125449881  0.0159169786  0.0044313671
616  1998-06-10 -0.0234295604 -0.0122778067  0.0051458274
617  1998-06-11  0.0000000000 -0.0080274830 -0.0125411784
618  1998-06-12 -0.0018197940  0.0051162728  0.0125411784
619  1998-06-15 -0.0230974720  0.0021853655 -0.0162631026
620  1998-06-16  0.0429871933  0.0447983645  0.0162631026
621  1998-06-17 -0.0080907947  0.0131251698  0.0267655408
622  1998-06-18  0.0062978478  0.0013739371  0.0042700781
623  1998-06-19  0.0044734818  0.0376641289 -0.0107165935
624  1998-06-22  0.0538818678  0.0118090611 -0.0101096772
625  1998-06-23  0.0184391946  0.0502500879  0.0229579540
626  1998-06-24  0.0278502014  0.0407236870  0.0189663992
627  1998-06-25 -0.0228768834 -0.0326924999 -0.0006933116
628  1998-06-26  0.0098677788  0.0279163760  0.0034753132
629  1998-06-29 -0.0073930164  0.0283204501  0.0089817075
630  1998-06-30 -0.0225073330  0.0086872212  0.0000000000
631  1998-07-01  0.0142306303  0.0091849096  0.0034323634
632  1998-07-02 -0.0261052582 -0.0196197869 -0.0027476319
633  1998-07-06  0.0031898653  0.0052301219  0.0102616017
634  1998-07-07  0.0220807308  0.0011606027  0.0081301799
635  1998-07-08  0.0415548223  0.0177900736  0.0073944952
636  1998-07-09  0.0181903219  0.0101868453  0.0086702123
637  1998-07-10  0.0000000000  0.0195164178 -0.0033250562
638  1998-07-13  0.0323853889  0.0379226373 -0.0026706373
639  1998-07-14 -0.0207005476 -0.0090779834  0.0159050365
640  1998-07-15  0.0432078989  0.0074826645 -0.0105741191
641  1998-07-16  0.0000000000  0.0000000000  0.0177797036
642  1998-07-17 -0.0134444985  0.0047817335  0.0097451606
643  1998-07-20 -0.0166776625 -0.0079817362 -0.0123584984
644  1998-07-21 -0.0015309303 -0.0364476727 -0.0271986816
645  1998-07-22  0.0091457399  0.0343086344 -0.0169559843
646  1998-07-23  0.0022722074 -0.0326470778 -0.0151612367
647  1998-07-24  0.0060405541  0.0071636601  0.0185748464
648  1998-07-27  0.0354778665  0.0254834177  0.0034053132
649  1998-07-28 -0.0050965072 -0.0393063699 -0.0129922680
650  1998-07-29 -0.0117483076 -0.0140167076 -0.0145601110
651  1998-07-30  0.0348387900  0.0245410870  0.0200486652
652  1998-07-31 -0.0370555584 -0.0313399739 -0.0207478073
653  1998-08-03  0.0044333749 -0.0137380398  0.0006991421
654  1998-08-04 -0.0344876733 -0.0369878209 -0.0464532938
655  1998-08-05  0.0263471358 -0.0017968286  0.0152471801
656  1998-08-06  0.0336057867  0.0242696845  0.0234954053
657  1998-08-07 -0.0035977674 -0.0094007743 -0.0077706257
658  1998-08-10 -0.0007238946 -0.0136693891 -0.0035518471
659  1998-08-11 -0.0240969855 -0.0096212315 -0.0057114239
660  1998-08-12  0.0124850994  0.0155859270  0.0233492457
661  1998-08-13 -0.0043865087 -0.0107637403 -0.0169257480
662  1998-08-14  0.0109350692  0.0030011416 -0.0049917083
663  1998-08-17  0.0384110845  0.0289523461  0.0212173376
664  1998-08-18  0.0207197067  0.0360357142  0.0159665563
665  1998-08-19 -0.0207197067 -0.0061998536  0.0054956708
666  1998-08-20 -0.0405876180  0.0179276671 -0.0089446005
667  1998-08-21 -0.0124302935 -0.0173616312 -0.0090253290
668  1998-08-24 -0.0036900411 -0.0022624444  0.0013948712
669  1998-08-25 -0.0024025150  0.0218426032  0.0062461969
670  1998-08-26 -0.0169860359 -0.0022185276  0.0013842608
671  1998-08-27 -0.0399426511 -0.0298689006 -0.0437937599
672  1998-08-28 -0.0350922202 -0.0373003614 -0.0079734148
673  1998-08-31 -0.0784894140 -0.0926404924 -0.0708653664
674  1998-09-01  0.0654165079  0.0538947259  0.0330426288
675  1998-09-02 -0.0149095386 -0.0068142756 -0.0283660513
676  1998-09-03  0.0247341347 -0.0131365108 -0.0332048451
677  1998-09-04  0.0193540034 -0.0268044127 -0.0244114633
678  1998-09-08  0.0456637968  0.0538293772  0.0761069357
679  1998-09-09 -0.0080445246  0.0027539108 -0.0208280849
680  1998-09-10 -0.0272922988 -0.0147785941 -0.0397485561
681  1998-09-11  0.0716807966  0.0341496599  0.0279901541
682  1998-09-14  0.0102490123  0.0166472334 -0.0015798279
683  1998-09-15  0.0014515965  0.0215805501 -0.0135185461
684  1998-09-16 -0.0102340693 -0.0011528870  0.0229526507
685  1998-09-17 -0.0245451315 -0.0305008695 -0.0205516423
686  1998-09-18  0.0000000000  0.0041595285 -0.0048038773
687  1998-09-21  0.0193885509  0.0234477331  0.0175012429
688  1998-09-22 -0.0126335791  0.0120943543  0.0078542768
689  1998-09-23  0.0410315901  0.0398360487  0.0510986426
690  1998-09-24 -0.0203053609 -0.0312874682 -0.0278955703
691  1998-09-25  0.0345627866  0.0263237944  0.0159294814
692  1998-09-28 -0.0149735810 -0.0155992160  0.0060027685
693  1998-09-29  0.0170931799  0.0139403491 -0.0082608281
694  1998-09-30 -0.0315672608 -0.0252335341 -0.0407900863
695  1998-10-01 -0.0273390559 -0.0560567585 -0.0515815711
696  1998-10-02  0.0052297754  0.0006013813 -0.0024865024
697  1998-10-05 -0.0402909746 -0.0286158808 -0.0320177389
698  1998-10-06 -0.0117080778 -0.0358426115  0.0102216107
699  1998-10-07 -0.0070901975 -0.0365099220  0.0168085664
700  1998-10-08 -0.0079351312 -0.0317047632 -0.0469178258
701  1998-10-09  0.0662809989  0.0605025647  0.0130175368
702  1998-10-12  0.0192023463  0.0292455681  0.0213235153
703  1998-10-13 -0.0221910376 -0.0337708887  0.0274654464
704  1998-10-14 -0.0120400266  0.0381482614  0.0195128917
705  1998-10-15  0.0239368139  0.0510748802  0.0548286764
706  1998-10-16 -0.0096568325 -0.0035648494  0.0218660549
707  1998-10-19  0.0148172040 -0.0204314800 -0.0052342763
708  1998-10-20 -0.0051603715 -0.0264559132 -0.0135851480
709  1998-10-21  0.0291348028  0.0598918318  0.0195618283
710  1998-10-22  0.0035823081  0.0329214679  0.0308169658
711  1998-10-23 -0.0014323054 -0.0335097789  0.0007228733
712  1998-10-26  0.0191583649  0.0064412552 -0.0079733866
713  1998-10-27 -0.0184396530 -0.0152925333 -0.0043763902
714  1998-10-28  0.0215950771  0.0023682641 -0.0065989115
715  1998-10-29  0.0059406827  0.0088304330  0.0218314526
716  1998-10-30 -0.0062877883 -0.0070588528  0.0078911202
717  1998-11-02  0.0290076324 -0.0005914381 -0.0014307602
718  1998-11-03 -0.0150920284 -0.0059222922  0.0127933959
719  1998-11-04  0.0476877109  0.0029655303  0.0028197400
720  1998-11-05 -0.0086087777  0.0082596340  0.0229752971
721  1998-11-06  0.0151750170  0.0272392511 -0.0048298371
722  1998-11-09  0.0058788376  0.0125019810 -0.0181454600
723  1998-11-10  0.0161432822  0.0123440400  0.0035143872
724  1998-11-11  0.0608897082 -0.0089636535 -0.0212775090
725  1998-11-12 -0.0096913798 -0.0210405356 -0.0064707874
726  1998-11-13  0.0102959208  0.0114286958  0.0178774112
727  1998-11-16  0.0296725737 -0.0108550673  0.0251938465
728  1998-11-17  0.0150905837  0.0277568781 -0.0048499128
729  1998-11-18  0.0125934612 -0.0191771246  0.0192567727
730  1998-11-19  0.0269382391  0.0180591815  0.0088171934
731  1998-11-20 -0.0072226219  0.0166393190  0.0013506304
732  1998-11-23  0.0132968554  0.0477951699  0.0206886855
733  1998-11-24 -0.0279041469  0.0207583825 -0.0039708940
734  1998-11-25 -0.0062466547  0.0208385601 -0.0113399870
735  1998-11-27  0.0022753638  0.0302219802 -0.0094318752
736  1998-11-30 -0.0218278868 -0.0484966004 -0.0212125016
737  1998-12-01  0.0662806026  0.0596598364  0.0082645376
738  1998-12-02 -0.0125772780 -0.0214642387 -0.0020614175
739  1998-12-03 -0.0364313544 -0.0371715321 -0.0321246771
740  1998-12-04  0.0603555473  0.0420903812  0.0231525913
741  1998-12-07  0.0223181064  0.0474332928  0.0075988028
742  1998-12-08  0.0094145013 -0.0179404245 -0.0041379485
743  1998-12-09 -0.0073147169  0.0184090095 -0.0048499128
744  1998-12-10 -0.0390310720 -0.0155561056 -0.0175142174
745  1998-12-11  0.0156873193  0.0183585362  0.0070411689
746  1998-12-14 -0.0427670541 -0.0462971549 -0.0255878831
747  1998-12-15  0.0384635617  0.0303118592  0.0701951440
748  1998-12-16 -0.0157555108  0.0141178815 -0.0121541264
749  1998-12-17  0.0238111459  0.0046620131  0.0248225176
750  1998-12-18  0.0263872925  0.0252589411  0.0268105043
751  1998-12-21  0.0221475314  0.0188699220  0.0153652511
752  1998-12-22 -0.0299925551 -0.0143435794  0.0069637583
753  1998-12-23  0.0486646065  0.0363501013  0.0230730987
754  1998-12-24  0.0000000000 -0.0127048413 -0.0043225017
755  1998-12-28 -0.0232658656  0.0043994792  0.0074028901
756  1998-12-29 -0.0087400025 -0.0132569330  0.0152523325
757  1998-12-30 -0.0156093973 -0.0107335556 -0.0091228588
758  1998-12-31 -0.0052577512 -0.0022500114 -0.0030585448
759  1999-01-04  0.0187999197  0.0165359686 -0.0141928828
760  1999-01-05  0.0199771142  0.0382655381  0.0209099701
761  1999-01-06  0.0494639088  0.0319086685  0.0192903072
762  1999-01-07 -0.0019324098 -0.0049710127 -0.0168596819
763  1999-01-08  0.0033808201 -0.0041614708 -0.0054779837
764  1999-01-11  0.0747274141 -0.0159734376 -0.0266027593
765  1999-01-12 -0.0304244278 -0.0366808633 -0.0196276245
766  1999-01-13  0.0250431403  0.0113623600 -0.0122232712
767  1999-01-14 -0.0385023419 -0.0144447298  0.0051656898
768  1999-01-15  0.0120765721  0.0549022944  0.0372866143
769  1999-01-19  0.0291200334  0.0384820302  0.0068001500
770  1999-01-20 -0.0081046661  0.0439976696 -0.0105291823
771  1999-01-21 -0.0349628867 -0.0268766407 -0.0106412267
772  1999-01-22 -0.0352592918 -0.0131130075 -0.0145797779
773  1999-01-25  0.0134879729  0.0353671438  0.0264665732
774  1999-01-26  0.0471935199  0.0581226164  0.0148150858
775  1999-01-27 -0.0310561378 -0.0172697343 -0.0049150169
776  1999-01-28  0.0328801638  0.0313779847  0.0189092775
777  1999-01-29  0.0269685111  0.0057306747  0.0138011211
778  1999-02-01 -0.0219680696 -0.0118551381 -0.0259603269
779  1999-02-02 -0.0238548347 -0.0312014942 -0.0018350548
780  1999-02-03  0.0301754448 -0.0048595139  0.0085428344
781  1999-02-04 -0.0637259916 -0.0475732496 -0.0270962423
782  1999-02-05 -0.0198915506  0.0058772372 -0.0214508889
783  1999-02-08  0.0341979813  0.0322856635 -0.0044747970
784  1999-02-09 -0.0519926106 -0.0318957395 -0.0161455281
785  1999-02-10  0.0275481745  0.0035087164  0.0199818479
786  1999-02-11  0.0338685944  0.0131428254  0.0208391295
787  1999-02-12 -0.0519843020 -0.0312037797 -0.0240345189
788  1999-02-16 -0.0009882099 -0.0095542128  0.0139852001
789  1999-02-17 -0.0139449146 -0.0408219945  0.0031510821
790  1999-02-18  0.0276949043 -0.0287424689  0.0131308143
791  1999-02-19 -0.0004861487  0.0136288311 -0.0024895875
792  1999-02-22  0.0364198549  0.0071647960  0.0354797181
793  1999-02-23  0.0107653123  0.0435579126 -0.0096638763
794  1999-02-24 -0.0292885159 -0.0166237709 -0.0196064769
795  1999-02-25 -0.0203403808  0.0040799730 -0.0062093649
796  1999-02-26 -0.0631052731 -0.0222322866 -0.0006233665
797  1999-03-01 -0.0242626827  0.0107661495  0.0062132248
798  1999-03-02 -0.0639312410 -0.0212293579 -0.0162310850
799  1999-03-03  0.0434360702  0.0071270919 -0.0056784985
800  1999-03-04 -0.0115105180  0.0173917427  0.0175683298
801  1999-03-05  0.0109638899  0.0174985486  0.0312252185
802  1999-03-08  0.0426949853  0.0258817470  0.0107914243
803  1999-03-09 -0.0367158681  0.0175334373  0.0112664854
804  1999-03-10  0.0134620878 -0.0027067903 -0.0023631884
805  1999-03-11  0.0106372887  0.0003878411  0.0123363478
806  1999-03-12  0.0010571921 -0.0077730619  0.0029141182
807  1999-03-15 -0.0031749353  0.0348888643  0.0252895329
808  1999-03-16  0.0209849560  0.0190333849 -0.0011366378
809  1999-03-17  0.0010374431 -0.0115258421 -0.0143068113
810  1999-03-18  0.0108336092  0.0312933965  0.0143068113
811  1999-03-19 -0.0233579078 -0.0072754007  0.0180193476
812  1999-03-22 -0.0331046393  0.0094465819 -0.0146160670
813  1999-03-23 -0.0048976320 -0.0368365991 -0.0351523368
814  1999-03-24  0.0401000161  0.0277544632  0.0017594079
815  1999-03-25 -0.0110676923  0.0494856470  0.0162595066
816  1999-03-26 -0.0106543016 -0.0101245731 -0.0063560702
817  1999-03-29  0.0409285850  0.0365180088  0.0381055594
818  1999-03-30  0.0000000000  0.0067431139  0.0116492182
819  1999-03-31 -0.0223548609 -0.0369651942 -0.0240037686
820  1999-04-01  0.0166840345  0.0335993210  0.0090007335
821  1999-04-05  0.0533593619  0.0239851605  0.0265207721
822  1999-04-06  0.0227759405 -0.0092593254 -0.0115177371
823  1999-04-07  0.0128564521 -0.0080053796  0.0104257460
824  1999-04-08 -0.0080752825  0.0133069162 -0.0054725548
825  1999-04-09 -0.0019084971 -0.0033101652 -0.0149310696
826  1999-04-12 -0.0656562627 -0.0133513332  0.0377208864
827  1999-04-13 -0.0123185600 -0.0314018975  0.0037461403
828  1999-04-14 -0.0595941942 -0.0483048451 -0.0248921138
829  1999-04-15  0.0249098863  0.0343381376 -0.0137937308
830  1999-04-16 -0.0205318496 -0.0256424306 -0.0111714417
831  1999-04-19 -0.0310457123 -0.0671393028 -0.0602040496
832  1999-04-20  0.0189659003  0.0258963443  0.0426344971
833  1999-04-21  0.0326116616 -0.0136262517  0.0381406455
834  1999-04-22  0.0510777398  0.0351964446 -0.0027551266
835  1999-04-23  0.0040583347  0.0124316043 -0.0033167437
836  1999-04-26  0.0425995997  0.0229895182  0.0055236025
837  1999-04-27 -0.0345352358 -0.0465200156 -0.0088513836
838  1999-04-28 -0.0172180674 -0.0225743220 -0.0089276942
839  1999-04-29 -0.0061449488 -0.0007613247 -0.0353724418
840  1999-04-30  0.0061449488 -0.0091813958 -0.0211274859
841  1999-05-03  0.0311736975 -0.0178368436  0.0023715883
842  1999-05-04 -0.0230354769 -0.0229531248 -0.0065325424
843  1999-05-05  0.0372885504  0.0135190926  0.0379851898
844  1999-05-06 -0.0697586452 -0.0151216570 -0.0069044830
845  1999-05-07  0.0207239052  0.0143314555  0.0154671958
846  1999-05-10 -0.0051400238  0.0078740564 -0.0108607848
847  1999-05-11  0.0274558113  0.0023501773  0.0199147960
848  1999-05-12  0.0030017734  0.0077942717 -0.0067835039
849  1999-05-13 -0.0397807463 -0.0172283040 -0.0079708280
850  1999-05-14 -0.0349414983 -0.0288481543 -0.0313613218
851  1999-05-17  0.0244839569  0.0288481543  0.0029450189
852  1999-05-18 -0.0084502624 -0.0055445687 -0.0190038493
853  1999-05-19  0.0126470840  0.0079114337  0.0353392648
854  1999-05-20 -0.0340818254 -0.0110936161 -0.0145737050
855  1999-05-21 -0.0119888132 -0.0112180664 -0.0219633629
856  1999-05-24 -0.0188168897 -0.0040371472 -0.0060224237
857  1999-05-25 -0.0563047151 -0.0130295003 -0.0109290381
858  1999-05-26 -0.0227170339  0.0290812093  0.0072992808
859  1999-05-27  0.0274335145 -0.0015936258 -0.0239185969
860  1999-05-28  0.0174922181  0.0290786697  0.0098816791
861  1999-06-01 -0.0644602851 -0.0274850438  0.0085689457
862  1999-06-02  0.0243630087 -0.0007964955 -0.0048879728
863  1999-06-03 -0.0280695975 -0.0266467118  0.0079297550
864  1999-06-04  0.0518493646  0.0408874588  0.0192554002
865  1999-06-07  0.0046888414  0.0086038857 -0.0041808251
866  1999-06-08 -0.0332970647 -0.0109633048 -0.0199476661
867  1999-06-09  0.0274335145  0.0363395223  0.0030473493
868  1999-06-10  0.0414798504 -0.0300600668 -0.0165683271
869  1999-06-11 -0.0170740538 -0.0221528046  0.0033959167
870  1999-06-14 -0.0011477181 -0.0072260451  0.0234685991
871  1999-06-15  0.0238513526  0.0016103063  0.0042055403
872  1999-06-16  0.0693663316  0.0417547854  0.0248827404
873  1999-06-17 -0.0286807785  0.0228842938  0.0150999115
